训练样本索引,标签ID,类别名称
10685,10,rec.sport.hockey
10686,15,soc.religion.christian
10687,5,comp.windows.x
10688,7,rec.autos
10689,11,sci.crypt
10690,12,sci.electronics
10691,3,comp.sys.ibm.pc.hardware
10692,1,comp.graphics
10693,13,sci.med
10694,19,talk.religion.misc
10695,7,rec.autos
10696,6,misc.forsale
10697,8,rec.motorcycles
10698,14,sci.space
10699,19,talk.religion.misc
10700,15,soc.religion.christian
10701,10,rec.sport.hockey
10702,2,comp.os.ms-windows.misc
10703,5,comp.windows.x
10704,1,comp.graphics
10705,1,comp.graphics
10706,12,sci.electronics
10707,12,sci.electronics
10708,9,rec.sport.baseball
10709,14,sci.space
10710,16,talk.politics.guns
10711,15,soc.religion.christian
10712,11,sci.crypt
10713,10,rec.sport.hockey
10714,0,alt.atheism
10715,18,talk.politics.misc
10716,2,comp.os.ms-windows.misc
10717,3,comp.sys.ibm.pc.hardware
10718,18,talk.politics.misc
10719,1,comp.graphics
10720,16,talk.politics.guns
10721,18,talk.politics.misc
10722,1,comp.graphics
10723,5,comp.windows.x
10724,4,comp.sys.mac.hardware
10725,10,rec.sport.hockey
10726,9,rec.sport.baseball
10727,19,talk.religion.misc
10728,6,misc.forsale
10729,6,misc.forsale
10730,6,misc.forsale
10731,4,comp.sys.mac.hardware
10732,8,rec.motorcycles
10733,19,talk.religion.misc
10734,16,talk.politics.guns
10735,2,comp.os.ms-windows.misc
10736,5,comp.windows.x
10737,16,talk.politics.guns
10738,18,talk.politics.misc
10739,4,comp.sys.mac.hardware
10740,12,sci.electronics
10741,2,comp.os.ms-windows.misc
10742,5,comp.windows.x
10743,7,rec.autos
10744,8,rec.motorcycles
10745,3,comp.sys.ibm.pc.hardware
10746,14,sci.space
10747,9,rec.sport.baseball
10748,4,comp.sys.mac.hardware
10749,19,talk.religion.misc
10750,6,misc.forsale
10751,6,misc.forsale
10752,8,rec.motorcycles
10753,5,comp.windows.x
10754,9,rec.sport.baseball
10755,6,misc.forsale
10756,13,sci.med
10757,6,misc.forsale
10758,13,sci.med
10759,2,comp.os.ms-windows.misc
10760,2,comp.os.ms-windows.misc
10761,7,rec.autos
10762,9,rec.sport.baseball
10763,3,comp.sys.ibm.pc.hardware
10764,5,comp.windows.x
10765,7,rec.autos
10766,3,comp.sys.ibm.pc.hardware
10767,14,sci.space
10768,8,rec.motorcycles
10769,12,sci.electronics
10770,13,sci.med
10771,0,alt.atheism
10772,14,sci.space
10773,3,comp.sys.ibm.pc.hardware
10774,7,rec.autos
10775,13,sci.med
10776,17,talk.politics.mideast
10777,7,rec.autos
10778,1,comp.graphics
10779,1,comp.graphics
10780,8,rec.motorcycles
10781,13,sci.med
10782,0,alt.atheism
10783,12,sci.electronics
10784,17,talk.politics.mideast
10785,5,comp.windows.x
10786,17,talk.politics.mideast
10787,5,comp.windows.x
10788,16,talk.politics.guns
10789,9,rec.sport.baseball
10790,5,comp.windows.x
10791,1,comp.graphics
10792,17,talk.politics.mideast
10793,10,rec.sport.hockey
10794,18,talk.politics.misc
10795,16,talk.politics.guns
10796,0,alt.atheism
10797,12,sci.electronics
10798,14,sci.space
10799,6,misc.forsale
10800,2,comp.os.ms-windows.misc
10801,6,misc.forsale
10802,1,comp.graphics
10803,5,comp.windows.x
10804,17,talk.politics.mideast
10805,4,comp.sys.mac.hardware
10806,1,comp.graphics
10807,3,comp.sys.ibm.pc.hardware
10808,9,rec.sport.baseball
10809,2,comp.os.ms-windows.misc
10810,9,rec.sport.baseball
10811,19,talk.religion.misc
10812,19,talk.religion.misc
10813,18,talk.politics.misc
10814,2,comp.os.ms-windows.misc
10815,0,alt.atheism
10816,7,rec.autos
10817,5,comp.windows.x
10818,3,comp.sys.ibm.pc.hardware
10819,12,sci.electronics
10820,15,soc.religion.christian
10821,1,comp.graphics
10822,3,comp.sys.ibm.pc.hardware
10823,14,sci.space
10824,4,comp.sys.mac.hardware
10825,18,talk.politics.misc
10826,10,rec.sport.hockey
10827,13,sci.med
10828,10,rec.sport.hockey
10829,17,talk.politics.mideast
10830,16,talk.politics.guns
10831,15,soc.religion.christian
10832,18,talk.politics.misc
10833,15,soc.religion.christian
10834,0,alt.atheism
10835,10,rec.sport.hockey
10836,16,talk.politics.guns
10837,18,talk.politics.misc
10838,17,talk.politics.mideast
10839,5,comp.windows.x
10840,7,rec.autos
10841,5,comp.windows.x
10842,19,talk.religion.misc
10843,0,alt.atheism
10844,6,misc.forsale
10845,4,comp.sys.mac.hardware
10846,11,sci.crypt
10847,1,comp.graphics
10848,10,rec.sport.hockey
10849,6,misc.forsale
10850,10,rec.sport.hockey
10851,13,sci.med
10852,15,soc.religion.christian
10853,3,comp.sys.ibm.pc.hardware
10854,8,rec.motorcycles
10855,3,comp.sys.ibm.pc.hardware
10856,5,comp.windows.x
10857,5,comp.windows.x
10858,16,talk.politics.guns
10859,2,comp.os.ms-windows.misc
10860,10,rec.sport.hockey
10861,9,rec.sport.baseball
10862,4,comp.sys.mac.hardware
10863,13,sci.med
10864,1,comp.graphics
10865,14,sci.space
10866,12,sci.electronics
10867,7,rec.autos
10868,14,sci.space
10869,11,sci.crypt
10870,6,misc.forsale
10871,5,comp.windows.x
10872,6,misc.forsale
10873,14,sci.space
10874,14,sci.space
10875,17,talk.politics.mideast
10876,11,sci.crypt
10877,18,talk.politics.misc
10878,17,talk.politics.mideast
10879,19,talk.religion.misc
10880,3,comp.sys.ibm.pc.hardware
10881,16,talk.politics.guns
10882,3,comp.sys.ibm.pc.hardware
10883,8,rec.motorcycles
10884,8,rec.motorcycles
10885,1,comp.graphics
10886,15,soc.religion.christian
10887,7,rec.autos
10888,3,comp.sys.ibm.pc.hardware
10889,17,talk.politics.mideast
10890,4,comp.sys.mac.hardware
10891,16,talk.politics.guns
10892,7,rec.autos
10893,6,misc.forsale
10894,0,alt.atheism
10895,7,rec.autos
10896,1,comp.graphics
10897,10,rec.sport.hockey
10898,12,sci.electronics
10899,3,comp.sys.ibm.pc.hardware
10900,0,alt.atheism
10901,5,comp.windows.x
10902,10,rec.sport.hockey
10903,18,talk.politics.misc
10904,17,talk.politics.mideast
10905,19,talk.religion.misc
10906,6,misc.forsale
10907,7,rec.autos
10908,11,sci.crypt
10909,0,alt.atheism
10910,1,comp.graphics
10911,7,rec.autos
10912,10,rec.sport.hockey
10913,12,sci.electronics
10914,11,sci.crypt
10915,1,comp.graphics
10916,8,rec.motorcycles
10917,18,talk.politics.misc
10918,18,talk.politics.misc
10919,5,comp.windows.x
10920,16,talk.politics.guns
10921,1,comp.graphics
10922,10,rec.sport.hockey
10923,5,comp.windows.x
10924,7,rec.autos
10925,9,rec.sport.baseball
10926,16,talk.politics.guns
10927,10,rec.sport.hockey
10928,18,talk.politics.misc
10929,13,sci.med
10930,8,rec.motorcycles
10931,7,rec.autos
10932,14,sci.space
10933,3,comp.sys.ibm.pc.hardware
10934,0,alt.atheism
10935,3,comp.sys.ibm.pc.hardware
10936,17,talk.politics.mideast
10937,7,rec.autos
10938,11,sci.crypt
10939,7,rec.autos
10940,18,talk.politics.misc
10941,9,rec.sport.baseball
10942,12,sci.electronics
10943,8,rec.motorcycles
10944,15,soc.religion.christian
10945,6,misc.forsale
10946,18,talk.politics.misc
10947,7,rec.autos
10948,16,talk.politics.guns
10949,15,soc.religion.christian
10950,13,sci.med
10951,17,talk.politics.mideast
10952,12,sci.electronics
10953,12,sci.electronics
10954,12,sci.electronics
10955,1,comp.graphics
10956,0,alt.atheism
10957,12,sci.electronics
10958,1,comp.graphics
10959,10,rec.sport.hockey
10960,14,sci.space
10961,14,sci.space
10962,18,talk.politics.misc
10963,11,sci.crypt
10964,1,comp.graphics
10965,10,rec.sport.hockey
10966,19,talk.religion.misc
10967,2,comp.os.ms-windows.misc
10968,10,rec.sport.hockey
10969,15,soc.religion.christian
10970,17,talk.politics.mideast
10971,3,comp.sys.ibm.pc.hardware
10972,1,comp.graphics
10973,13,sci.med
10974,18,talk.politics.misc
10975,9,rec.sport.baseball
10976,3,comp.sys.ibm.pc.hardware
10977,13,sci.med
10978,8,rec.motorcycles
10979,16,talk.politics.guns
10980,4,comp.sys.mac.hardware
10981,4,comp.sys.mac.hardware
10982,8,rec.motorcycles
10983,5,comp.windows.x
10984,8,rec.motorcycles
10985,17,talk.politics.mideast
10986,11,sci.crypt
10987,5,comp.windows.x
10988,4,comp.sys.mac.hardware
10989,3,comp.sys.ibm.pc.hardware
10990,12,sci.electronics
10991,16,talk.politics.guns
10992,19,talk.religion.misc
10993,9,rec.sport.baseball
10994,17,talk.politics.mideast
10995,7,rec.autos
10996,12,sci.electronics
10997,8,rec.motorcycles
10998,2,comp.os.ms-windows.misc
10999,11,sci.crypt
11000,15,soc.religion.christian
11001,1,comp.graphics
11002,8,rec.motorcycles
11003,14,sci.space
11004,10,rec.sport.hockey
11005,15,soc.religion.christian
11006,10,rec.sport.hockey
11007,4,comp.sys.mac.hardware
11008,16,talk.politics.guns
11009,8,rec.motorcycles
11010,19,talk.religion.misc
11011,19,talk.religion.misc
11012,11,sci.crypt
11013,9,rec.sport.baseball
11014,18,talk.politics.misc
11015,3,comp.sys.ibm.pc.hardware
11016,16,talk.politics.guns
11017,13,sci.med
11018,8,rec.motorcycles
11019,11,sci.crypt
11020,16,talk.politics.guns
11021,2,comp.os.ms-windows.misc
11022,9,rec.sport.baseball
11023,6,misc.forsale
11024,13,sci.med
11025,5,comp.windows.x
11026,12,sci.electronics
11027,19,talk.religion.misc
11028,4,comp.sys.mac.hardware
11029,14,sci.space
11030,1,comp.graphics
11031,18,talk.politics.misc
11032,6,misc.forsale
11033,10,rec.sport.hockey
11034,9,rec.sport.baseball
11035,15,soc.religion.christian
11036,4,comp.sys.mac.hardware
11037,8,rec.motorcycles
11038,15,soc.religion.christian
11039,12,sci.electronics
11040,9,rec.sport.baseball
11041,2,comp.os.ms-windows.misc
11042,0,alt.atheism
11043,2,comp.os.ms-windows.misc
11044,12,sci.electronics
11045,5,comp.windows.x
11046,18,talk.politics.misc
11047,7,rec.autos
11048,15,soc.religion.christian
11049,0,alt.atheism
11050,12,sci.electronics
11051,12,sci.electronics
11052,11,sci.crypt
11053,19,talk.religion.misc
11054,19,talk.religion.misc
11055,8,rec.motorcycles
11056,18,talk.politics.misc
11057,4,comp.sys.mac.hardware
11058,1,comp.graphics
11059,1,comp.graphics
11060,0,alt.atheism
11061,18,talk.politics.misc
11062,14,sci.space
11063,17,talk.politics.mideast
11064,8,rec.motorcycles
11065,13,sci.med
11066,3,comp.sys.ibm.pc.hardware
11067,19,talk.religion.misc
11068,17,talk.politics.mideast
11069,8,rec.motorcycles
11070,16,talk.politics.guns
11071,9,rec.sport.baseball
11072,6,misc.forsale
11073,10,rec.sport.hockey
11074,11,sci.crypt
11075,19,talk.religion.misc
11076,9,rec.sport.baseball
11077,17,talk.politics.mideast
11078,0,alt.atheism
11079,14,sci.space
11080,3,comp.sys.ibm.pc.hardware
11081,0,alt.atheism
11082,0,alt.atheism
11083,1,comp.graphics
11084,18,talk.politics.misc
11085,3,comp.sys.ibm.pc.hardware
11086,8,rec.motorcycles
11087,12,sci.electronics
11088,13,sci.med
11089,17,talk.politics.mideast
11090,19,talk.religion.misc
11091,13,sci.med
11092,10,rec.sport.hockey
11093,9,rec.sport.baseball
11094,7,rec.autos
11095,13,sci.med
11096,6,misc.forsale
11097,1,comp.graphics
11098,7,rec.autos
11099,11,sci.crypt
11100,0,alt.atheism
11101,6,misc.forsale
11102,14,sci.space
11103,7,rec.autos
11104,11,sci.crypt
11105,10,rec.sport.hockey
11106,15,soc.religion.christian
11107,14,sci.space
11108,10,rec.sport.hockey
11109,7,rec.autos
11110,14,sci.space
11111,5,comp.windows.x
11112,5,comp.windows.x
11113,6,misc.forsale
11114,0,alt.atheism
11115,16,talk.politics.guns
11116,5,comp.windows.x
11117,10,rec.sport.hockey
11118,18,talk.politics.misc
11119,2,comp.os.ms-windows.misc
11120,4,comp.sys.mac.hardware
11121,9,rec.sport.baseball
11122,19,talk.religion.misc
11123,18,talk.politics.misc
11124,19,talk.religion.misc
11125,17,talk.politics.mideast
11126,5,comp.windows.x
11127,18,talk.politics.misc
11128,12,sci.electronics
11129,9,rec.sport.baseball
11130,15,soc.religion.christian
11131,18,talk.politics.misc
11132,15,soc.religion.christian
11133,14,sci.space
11134,3,comp.sys.ibm.pc.hardware
11135,15,soc.religion.christian
11136,16,talk.politics.guns
11137,19,talk.religion.misc
11138,2,comp.os.ms-windows.misc
11139,14,sci.space
11140,16,talk.politics.guns
11141,13,sci.med
11142,16,talk.politics.guns
11143,19,talk.religion.misc
11144,8,rec.motorcycles
11145,10,rec.sport.hockey
11146,8,rec.motorcycles
11147,12,sci.electronics
11148,19,talk.religion.misc
11149,10,rec.sport.hockey
11150,7,rec.autos
11151,4,comp.sys.mac.hardware
11152,3,comp.sys.ibm.pc.hardware
11153,16,talk.politics.guns
11154,19,talk.religion.misc
11155,1,comp.graphics
11156,10,rec.sport.hockey
11157,18,talk.politics.misc
11158,6,misc.forsale
11159,3,comp.sys.ibm.pc.hardware
11160,5,comp.windows.x
11161,5,comp.windows.x
11162,12,sci.electronics
11163,11,sci.crypt
11164,7,rec.autos
11165,8,rec.motorcycles
11166,10,rec.sport.hockey
11167,18,talk.politics.misc
11168,6,misc.forsale
11169,12,sci.electronics
11170,2,comp.os.ms-windows.misc
11171,2,comp.os.ms-windows.misc
11172,4,comp.sys.mac.hardware
11173,2,comp.os.ms-windows.misc
11174,14,sci.space
11175,1,comp.graphics
11176,0,alt.atheism
11177,15,soc.religion.christian
11178,9,rec.sport.baseball
11179,8,rec.motorcycles
11180,4,comp.sys.mac.hardware
11181,7,rec.autos
11182,15,soc.religion.christian
11183,4,comp.sys.mac.hardware
11184,19,talk.religion.misc
11185,15,soc.religion.christian
11186,12,sci.electronics
11187,17,talk.politics.mideast
11188,17,talk.politics.mideast
11189,10,rec.sport.hockey
11190,8,rec.motorcycles
11191,13,sci.med
11192,8,rec.motorcycles
11193,6,misc.forsale
11194,4,comp.sys.mac.hardware
11195,0,alt.atheism
11196,0,alt.atheism
11197,9,rec.sport.baseball
11198,15,soc.religion.christian
11199,18,talk.politics.misc
11200,4,comp.sys.mac.hardware
11201,5,comp.windows.x
11202,16,talk.politics.guns
11203,1,comp.graphics
11204,12,sci.electronics
11205,9,rec.sport.baseball
11206,11,sci.crypt
11207,19,talk.religion.misc
11208,19,talk.religion.misc
11209,15,soc.religion.christian
11210,3,comp.sys.ibm.pc.hardware
11211,11,sci.crypt
11212,3,comp.sys.ibm.pc.hardware
11213,7,rec.autos
11214,7,rec.autos
11215,9,rec.sport.baseball
11216,2,comp.os.ms-windows.misc
11217,1,comp.graphics
11218,17,talk.politics.mideast
11219,11,sci.crypt
11220,10,rec.sport.hockey
11221,9,rec.sport.baseball
11222,14,sci.space
11223,2,comp.os.ms-windows.misc
11224,13,sci.med
11225,16,talk.politics.guns
11226,1,comp.graphics
11227,7,rec.autos
11228,8,rec.motorcycles
11229,4,comp.sys.mac.hardware
11230,7,rec.autos
11231,12,sci.electronics
11232,7,rec.autos
11233,11,sci.crypt
11234,2,comp.os.ms-windows.misc
11235,12,sci.electronics
11236,9,rec.sport.baseball
11237,11,sci.crypt
11238,6,misc.forsale
11239,15,soc.religion.christian
11240,18,talk.politics.misc
11241,13,sci.med
11242,11,sci.crypt
11243,14,sci.space
11244,2,comp.os.ms-windows.misc
11245,8,rec.motorcycles
11246,18,talk.politics.misc
11247,17,talk.politics.mideast
11248,3,comp.sys.ibm.pc.hardware
11249,17,talk.politics.mideast
11250,11,sci.crypt
11251,11,sci.crypt
11252,11,sci.crypt
11253,11,sci.crypt
11254,2,comp.os.ms-windows.misc
11255,12,sci.electronics
11256,9,rec.sport.baseball
11257,4,comp.sys.mac.hardware
11258,8,rec.motorcycles
11259,7,rec.autos
11260,17,talk.politics.mideast
11261,2,comp.os.ms-windows.misc
11262,2,comp.os.ms-windows.misc
11263,6,misc.forsale
11264,17,talk.politics.mideast
11265,13,sci.med
11266,5,comp.windows.x
11267,7,rec.autos
11268,1,comp.graphics
11269,17,talk.politics.mideast
11270,14,sci.space
11271,9,rec.sport.baseball
11272,17,talk.politics.mideast
11273,0,alt.atheism
11274,11,sci.crypt
11275,1,comp.graphics
11276,4,comp.sys.mac.hardware
11277,12,sci.electronics
11278,16,talk.politics.guns
11279,1,comp.graphics
11280,9,rec.sport.baseball
11281,11,sci.crypt
11282,2,comp.os.ms-windows.misc
11283,18,talk.politics.misc
11284,14,sci.space
11285,17,talk.politics.mideast
11286,0,alt.atheism
11287,0,alt.atheism
11288,17,talk.politics.mideast
11289,5,comp.windows.x
11290,16,talk.politics.guns
11291,1,comp.graphics
11292,11,sci.crypt
11293,7,rec.autos
11294,19,talk.religion.misc
11295,16,talk.politics.guns
11296,4,comp.sys.mac.hardware
11297,16,talk.politics.guns
11298,2,comp.os.ms-windows.misc
11299,0,alt.atheism
11300,19,talk.religion.misc
11301,16,talk.politics.guns
11302,16,talk.politics.guns
11303,4,comp.sys.mac.hardware
11304,1,comp.graphics
11305,8,rec.motorcycles
11306,15,soc.religion.christian
11307,13,sci.med
11308,1,comp.graphics
11309,11,sci.crypt
11310,0,alt.atheism
11311,17,talk.politics.mideast
11312,3,comp.sys.ibm.pc.hardware
11313,2,comp.os.ms-windows.misc
11314,11,sci.crypt
11315,11,sci.crypt
11316,0,alt.atheism
11317,18,talk.politics.misc
11318,6,misc.forsale
11319,15,soc.religion.christian
11320,13,sci.med
11321,16,talk.politics.guns
11322,3,comp.sys.ibm.pc.hardware
11323,11,sci.crypt
11324,8,rec.motorcycles
11325,13,sci.med
11326,3,comp.sys.ibm.pc.hardware
11327,12,sci.electronics
11328,16,talk.politics.guns
11329,18,talk.politics.misc
11330,9,rec.sport.baseball
11331,18,talk.politics.misc
11332,16,talk.politics.guns
11333,6,misc.forsale
11334,16,talk.politics.guns
11335,18,talk.politics.misc
11336,2,comp.os.ms-windows.misc
11337,9,rec.sport.baseball
11338,2,comp.os.ms-windows.misc
11339,1,comp.graphics
11340,8,rec.motorcycles
11341,3,comp.sys.ibm.pc.hardware
11342,3,comp.sys.ibm.pc.hardware
11343,7,rec.autos
11344,13,sci.med
11345,7,rec.autos
11346,1,comp.graphics
11347,3,comp.sys.ibm.pc.hardware
11348,13,sci.med
11349,17,talk.politics.mideast
11350,11,sci.crypt
11351,7,rec.autos
11352,19,talk.religion.misc
11353,3,comp.sys.ibm.pc.hardware
11354,17,talk.politics.mideast
11355,13,sci.med
11356,0,alt.atheism
11357,15,soc.religion.christian
11358,4,comp.sys.mac.hardware
11359,8,rec.motorcycles
11360,9,rec.sport.baseball
11361,1,comp.graphics
11362,1,comp.graphics
11363,2,comp.os.ms-windows.misc
11364,2,comp.os.ms-windows.misc
11365,14,sci.space
11366,2,comp.os.ms-windows.misc
11367,19,talk.religion.misc
11368,16,talk.politics.guns
11369,3,comp.sys.ibm.pc.hardware
11370,14,sci.space
11371,17,talk.politics.mideast
11372,13,sci.med
11373,15,soc.religion.christian
11374,17,talk.politics.mideast
11375,10,rec.sport.hockey
11376,1,comp.graphics
11377,9,rec.sport.baseball
11378,18,talk.politics.misc
11379,8,rec.motorcycles
11380,2,comp.os.ms-windows.misc
11381,6,misc.forsale
11382,16,talk.politics.guns
11383,15,soc.religion.christian
11384,6,misc.forsale
11385,15,soc.religion.christian
11386,2,comp.os.ms-windows.misc
11387,4,comp.sys.mac.hardware
11388,13,sci.med
11389,9,rec.sport.baseball
11390,5,comp.windows.x
11391,17,talk.politics.mideast
11392,1,comp.graphics
11393,12,sci.electronics
11394,16,talk.politics.guns
11395,10,rec.sport.hockey
11396,1,comp.graphics
11397,17,talk.politics.mideast
11398,3,comp.sys.ibm.pc.hardware
11399,7,rec.autos
11400,12,sci.electronics
11401,5,comp.windows.x
11402,17,talk.politics.mideast
11403,7,rec.autos
11404,13,sci.med
11405,19,talk.religion.misc
11406,2,comp.os.ms-windows.misc
11407,17,talk.politics.mideast
11408,8,rec.motorcycles
11409,11,sci.crypt
11410,17,talk.politics.mideast
11411,12,sci.electronics
11412,13,sci.med
11413,7,rec.autos
11414,2,comp.os.ms-windows.misc
11415,17,talk.politics.mideast
11416,1,comp.graphics
11417,16,talk.politics.guns
11418,11,sci.crypt
11419,13,sci.med
11420,6,misc.forsale
11421,18,talk.politics.misc
11422,0,alt.atheism
11423,13,sci.med
11424,5,comp.windows.x
11425,15,soc.religion.christian
11426,15,soc.religion.christian
11427,13,sci.med
11428,8,rec.motorcycles
11429,9,rec.sport.baseball
11430,16,talk.politics.guns
11431,14,sci.space
11432,8,rec.motorcycles
11433,13,sci.med
11434,10,rec.sport.hockey
11435,18,talk.politics.misc
11436,5,comp.windows.x
11437,18,talk.politics.misc
11438,0,alt.atheism
11439,18,talk.politics.misc
11440,3,comp.sys.ibm.pc.hardware
11441,11,sci.crypt
11442,0,alt.atheism
11443,12,sci.electronics
11444,6,misc.forsale
11445,7,rec.autos
11446,12,sci.electronics
11447,18,talk.politics.misc
11448,12,sci.electronics
11449,4,comp.sys.mac.hardware
11450,18,talk.politics.misc
11451,16,talk.politics.guns
11452,1,comp.graphics
11453,1,comp.graphics
11454,4,comp.sys.mac.hardware
11455,13,sci.med
11456,14,sci.space
11457,11,sci.crypt
11458,9,rec.sport.baseball
11459,1,comp.graphics
11460,10,rec.sport.hockey
11461,17,talk.politics.mideast
11462,3,comp.sys.ibm.pc.hardware
11463,9,rec.sport.baseball
11464,1,comp.graphics
11465,2,comp.os.ms-windows.misc
11466,10,rec.sport.hockey
11467,13,sci.med
11468,14,sci.space
11469,19,talk.religion.misc
11470,10,rec.sport.hockey
11471,4,comp.sys.mac.hardware
11472,19,talk.religion.misc
11473,8,rec.motorcycles
11474,8,rec.motorcycles
11475,5,comp.windows.x
11476,2,comp.os.ms-windows.misc
11477,6,misc.forsale
11478,10,rec.sport.hockey
11479,10,rec.sport.hockey
11480,7,rec.autos
11481,1,comp.graphics
11482,19,talk.religion.misc
11483,16,talk.politics.guns
11484,18,talk.politics.misc
11485,11,sci.crypt
11486,11,sci.crypt
11487,12,sci.electronics
11488,9,rec.sport.baseball
11489,10,rec.sport.hockey
11490,1,comp.graphics
11491,0,alt.atheism
11492,19,talk.religion.misc
11493,7,rec.autos
11494,1,comp.graphics
11495,3,comp.sys.ibm.pc.hardware
11496,17,talk.politics.mideast
11497,6,misc.forsale
11498,10,rec.sport.hockey
11499,11,sci.crypt
11500,11,sci.crypt
11501,17,talk.politics.mideast
11502,15,soc.religion.christian
11503,0,alt.atheism
11504,13,sci.med
11505,12,sci.electronics
11506,3,comp.sys.ibm.pc.hardware
11507,13,sci.med
11508,17,talk.politics.mideast
11509,19,talk.religion.misc
11510,16,talk.politics.guns
11511,8,rec.motorcycles
11512,1,comp.graphics
11513,16,talk.politics.guns
11514,19,talk.religion.misc
11515,13,sci.med
11516,9,rec.sport.baseball
11517,18,talk.politics.misc
11518,6,misc.forsale
11519,14,sci.space
11520,1,comp.graphics
11521,5,comp.windows.x
11522,7,rec.autos
11523,17,talk.politics.mideast
11524,3,comp.sys.ibm.pc.hardware
11525,11,sci.crypt
11526,13,sci.med
11527,1,comp.graphics
11528,13,sci.med
11529,10,rec.sport.hockey
11530,7,rec.autos
11531,19,talk.religion.misc
11532,14,sci.space
11533,16,talk.politics.guns
11534,10,rec.sport.hockey
11535,7,rec.autos
11536,0,alt.atheism
11537,12,sci.electronics
11538,12,sci.electronics
11539,18,talk.politics.misc
11540,4,comp.sys.mac.hardware
11541,9,rec.sport.baseball
11542,1,comp.graphics
11543,1,comp.graphics
11544,9,rec.sport.baseball
11545,8,rec.motorcycles
11546,3,comp.sys.ibm.pc.hardware
11547,9,rec.sport.baseball
11548,4,comp.sys.mac.hardware
11549,7,rec.autos
11550,11,sci.crypt
11551,3,comp.sys.ibm.pc.hardware
11552,8,rec.motorcycles
11553,2,comp.os.ms-windows.misc
11554,8,rec.motorcycles
11555,5,comp.windows.x
11556,11,sci.crypt
11557,4,comp.sys.mac.hardware
11558,19,talk.religion.misc
11559,7,rec.autos
11560,3,comp.sys.ibm.pc.hardware
11561,4,comp.sys.mac.hardware
11562,10,rec.sport.hockey
11563,5,comp.windows.x
11564,0,alt.atheism
11565,1,comp.graphics
11566,12,sci.electronics
11567,2,comp.os.ms-windows.misc
11568,9,rec.sport.baseball
11569,5,comp.windows.x
11570,18,talk.politics.misc
11571,8,rec.motorcycles
11572,9,rec.sport.baseball
11573,0,alt.atheism
11574,10,rec.sport.hockey
11575,13,sci.med
11576,6,misc.forsale
11577,15,soc.religion.christian
11578,11,sci.crypt
11579,3,comp.sys.ibm.pc.hardware
11580,8,rec.motorcycles
11581,5,comp.windows.x
11582,12,sci.electronics
11583,12,sci.electronics
11584,5,comp.windows.x
11585,1,comp.graphics
11586,15,soc.religion.christian
11587,18,talk.politics.misc
11588,7,rec.autos
11589,9,rec.sport.baseball
11590,7,rec.autos
11591,2,comp.os.ms-windows.misc
11592,13,sci.med
11593,3,comp.sys.ibm.pc.hardware
11594,16,talk.politics.guns
11595,4,comp.sys.mac.hardware
11596,8,rec.motorcycles
11597,17,talk.politics.mideast
11598,16,talk.politics.guns
11599,10,rec.sport.hockey
11600,2,comp.os.ms-windows.misc
11601,12,sci.electronics
11602,10,rec.sport.hockey
11603,18,talk.politics.misc
11604,11,sci.crypt
11605,11,sci.crypt
11606,16,talk.politics.guns
11607,10,rec.sport.hockey
11608,17,talk.politics.mideast
11609,17,talk.politics.mideast
11610,6,misc.forsale
11611,9,rec.sport.baseball
11612,12,sci.electronics
11613,10,rec.sport.hockey
11614,3,comp.sys.ibm.pc.hardware
11615,19,talk.religion.misc
11616,18,talk.politics.misc
11617,11,sci.crypt
11618,15,soc.religion.christian
11619,13,sci.med
11620,13,sci.med
11621,0,alt.atheism
11622,6,misc.forsale
11623,9,rec.sport.baseball
11624,0,alt.atheism
11625,2,comp.os.ms-windows.misc
11626,2,comp.os.ms-windows.misc
11627,0,alt.atheism
11628,3,comp.sys.ibm.pc.hardware
11629,12,sci.electronics
11630,5,comp.windows.x
11631,7,rec.autos
11632,19,talk.religion.misc
11633,15,soc.religion.christian
11634,14,sci.space
11635,16,talk.politics.guns
11636,15,soc.religion.christian
11637,1,comp.graphics
11638,14,sci.space
11639,8,rec.motorcycles
11640,14,sci.space
11641,19,talk.religion.misc
11642,2,comp.os.ms-windows.misc
11643,16,talk.politics.guns
11644,3,comp.sys.ibm.pc.hardware
11645,9,rec.sport.baseball
11646,2,comp.os.ms-windows.misc
11647,5,comp.windows.x
11648,5,comp.windows.x
11649,9,rec.sport.baseball
11650,18,talk.politics.misc
11651,6,misc.forsale
11652,8,rec.motorcycles
11653,9,rec.sport.baseball
11654,4,comp.sys.mac.hardware
11655,12,sci.electronics
11656,3,comp.sys.ibm.pc.hardware
11657,5,comp.windows.x
11658,19,talk.religion.misc
11659,15,soc.religion.christian
11660,3,comp.sys.ibm.pc.hardware
11661,5,comp.windows.x
11662,1,comp.graphics
11663,19,talk.religion.misc
11664,1,comp.graphics
11665,2,comp.os.ms-windows.misc
11666,12,sci.electronics
11667,10,rec.sport.hockey
11668,7,rec.autos
11669,8,rec.motorcycles
11670,15,soc.religion.christian
11671,0,alt.atheism
11672,1,comp.graphics
11673,10,rec.sport.hockey
11674,0,alt.atheism
11675,17,talk.politics.mideast
11676,9,rec.sport.baseball
11677,10,rec.sport.hockey
11678,5,comp.windows.x
11679,14,sci.space
11680,15,soc.religion.christian
11681,1,comp.graphics
11682,16,talk.politics.guns
11683,15,soc.religion.christian
11684,18,talk.politics.misc
11685,16,talk.politics.guns
11686,15,soc.religion.christian
11687,0,alt.atheism
11688,8,rec.motorcycles
